reviewId;review
237483;With hubs in Las Vegas, Phoenix and Columbus this airline has a hard time competing with other airlines. Their main emphasis is price. Going from Seattle to LA for $180 RT is a good deal to me. If you go to Vegas you'll see that America West offers one of the lowest fares to and from Vegas since it is one of their hubs. Another nice thing that I liked about America West was their site. Easy to navigate and with many specials, it is a good way to purchase tickets online. Now let me tell you about what went wrong during my trip. When departing from Seattle to Las Vegas and then catching a connecting flight from Las Vegas to LA, I had no problems. Employees seemed to be nice and knowledgable, very courteous. The flight departed on time and arrived to LA on time. During the flight attendants were helpful and courteous. Flight crew did not talk much about the weather or any landmarks or temperature outside or in the cabin. I really liked the aircraft: A nice Airbus A-319 with nice TV screens and radio. I really like Airbus as opposed to a lowly Boeing. Traveling back to Seattle was my worst nightmare. Upon arrival to Los Angeles Intl Airport I recieved my tickets. About an hour before departure they told me the connecting flight from Las Vegas to Seattle was cancelled. Cancelled?!! From there, everything went wrong. The employees had no idea of what was going on. It happened that the flight was cancelled well before they gave me tickets. Why did they give me tickets an hour before then??? It took about an hour and a half to find another flight that they could me on, it ended up to be an Alaska Airlines flight that was only the following morning. America West had to provide me with a hotel and food until then. They gave me a coupon for $5 in airport for food which if you ever ate in airport buffets is not enough to get anything. Just about every little sandwich starts around $10. The hotel they chose was Ramada. Now the name may sound good but the hotel ended up to be a disaster. If you want to read about Ramada please read my review on that. I waited for their shuttle bus for two hours. Upon arrival to the airport the next morning Alaska Airlines put me on a stand by flight which I strongly protested. I think I should've been given a regular reserved seat for my fully paid ticket. Alaska Airlines finally agreed to give me a regular seat. That was the end of my experience with America West. If you find a special with this airline go ahead and try it. I think they either do a very good job or a very bad job. Their rating in consumer reports magazine has gone down dramatically since 1994.
244012;"America West Airlines has a lot to be desired. I have had the misfortune to be forced to fly America West on three different occasions, well at least had a seat on three of their flights. Two of their flights ended up being cancelled and the other flight I wished it had been cancelled. The two cancellations were the result of faulty equipment, as we were told. Both times I had a very hard time getting on another airline to get to where I was going. American Airlines did very well by sending a representative over to help people going to Pheonix, where I was going, and so was able to get to Pheonix three hours late. The other cancellation I ended up with United Airlines and arrived about 6hrs late. Even when I did fly America West the service was not as you would expect as on any other airline. Seems they had only Pepsi to drink and had only saltine crackers for a snack. No one welcomed you onto the plane, no one apologized for the inconvenience, and no one said &quot;have a nice day&quot; or &quot;we hope you enjoyed your flight&quot; when leaving. As they say you learn from experience, and I will say I have learned not to fly America West based on my experience."
248969;America west is a pretty good airline.I had the opportunity the fly on this airline on two different occassions.I flew from Atlanta,Georgia to Las Vegas,Nev.My flight was most enjoyable.It was a smooth trip all the way.The staff went out of their way to be pleasant and courteous.From the gate to the destination I was thouroughly satisfied.As we approached the Las vegas area the pilot Pointed out the hoover dam and even dipped the plane gradually so we could get a view from the air.The crew was always polite and asked several times if we needed anything during the flight.The flight arrived ontime.The return trip to Atlanta was just as good.If the fare is right I would fly on america west anytime I got the chance.They also offer a lot of good vacation packages.Go ahead and try the airline you will be surprised.
250840;"Hi All.... Well we just returned from a wonderful trip in Maui only to find that two of the three bags we had checked are missing in action AGAIN !!! It all started on line in Maui when we were checking in....one hour prior to departure....unfortunately Aloha Airlines are so unorganized we sat on line for almost 40 minutes before reaching an agent who then told us that we had checked in late and our luggage &quot;may not&quot; make it with us..... There was a flight leaving Maui 30 min after us and we were assured it would be on that flight which still had PLENTY of time to make the connection in Honolulu... Needless to say....we arrived home and only 1 of our bags showed up... We were flying Aloha from Maui to Honolulu then Continental from Honolulu to L.A....then America West from L.A. to Phoenix..... America West is having a lot of trouble trying to locate our bags now which is totally in line with everything they do......this is not the first time they've misplaced our luggage... However the real problem now is they are telling us that because we &quot;checked in late&quot; we may not be entitled to reimbursement for the first 3 days (which they normally allow $25/day for emergency items) ...they certainly have not heard the last from me.... Their baggage handling leaves alot to be desired and their customer service is even worse... A word to the wise....check in VERY early if you hope to see your bags on the other end... Good luck all..."
263479;"I used to live in Columbus, Oh, and when I traveled to and from that city I used to fly America West as they consistently had the lowest online fares. I had never really even heard of them before I booked my first flight. It turned out to be a great experience. It was on America West when I first experienced the &quot;baggie&quot; deli style lunch. You know, where you pick up your bagged lunch as you are entering the plane. I originally thought that this was just an America West invention, but later I found out that other airlines do this. Personally, I really like this meal option. The bags usually come with good stuff, and you can eat whenever you feel like it. The other thing that I remember about America West were the spotless aircraft interiors. There's nothing worse than entering a plane, only to find trash all over the place. Once, while flying Iberian Airlines, I found a half eaten chicken in the seat pocket in front of my seat. Yuck! America West planes are clean! America West is highly recommended!"
267684;Unless you really don't want to get where you're going in any sort of timely manner, I would avoid American West Airlines. Sure, the email deals they send out are very tempting, but over and over they have proven to me (and friends and family) that they don't know how to run an airline, period. After having my flight home canceled on one occasion, at the hotel I was put up in in Phoenix (one plus-they paid for it) the attendant at the desk told me that American West paid their hotel thousands of dollars each week to house stranded travelers. Maybe this is standard but it seems ridiculous. Someone at American West needs to admit that things aren't the way they should be, and attempt an overhaul. Use Southwest instead.
269109;If you fly into Las Vegas regularly, you better be in a gambling mood. Not just because of the illicit lure of the casinos, but also unholy crapshoot that is America West Airlines. To be fair, I fly Northwest Airlines the most, and so, only have limited experience with America West Airlines. But the times I have been on AWA, I've learned two things: You can never be too early and you can never count on anything. The last time I flew AWA was a classic example: I arrived at McCarran airport a solid two hours before my 10 a.m. flight, but the counters were so mismanaged and backed up, I missed my flight! It was truly a thing to behold. There were at least 200 people in line. As an experienced air traveler, I could see what the problem was: There were 16 slots open at the counter, but there were only eight people staffing them. As the counter got backed up rescheduling those who were missing planes, it became impossible for the few counter people they had to keep up. Part of the problem also lies in the way they schedule their flights. They try to check in folks in flights that are only scheduled to be five minutes apart. This only adds to the mayhem at the counter. If this was an isolated incident, I could excuse it. But it's happened more than once.
269192;"I've been flying America West on a monthly basis since November 1999. I chose them because they had fantastic airfare from Detroit to Ontario, CA, Burbank, Orange County, and LAX. By booking online and having a flexible schedule I was able to get roundtrip flights in the $220.00 to $260.00 price range. Although my latest search for a bargain airfare has brought up prices in the $390.00 to $410.00 price range. Hmmm...? A recent search on Delta for the same dates and a more desirable time range has brought me to a round trip fare for $220.00. Booking online has been reliable and hassle free for me. Although it would be alot easier if I could view all the flight fares without having to pick specific flights before hand. Their weekly specials are spectacular (Burbank to Phoenix only $68.00 RT), although scarce if you're departing from Detroit. One out of seven of my flights have been on time. I've found that take-offs can be anywhere from ten minutes to thirty minutes late. Sometimes the time can be made up while in flight. Occasionally the flight will be even later if there's weather interference. Since there's no direct flights for me I usually end up with a plane change in Phoenix (once in Vegas). Because my plane is almost always late in arriving in Phoenix, there is never a lay over so to speak. Some people may find this a delight. Although I do not! There is only a half hour to forty five minute time frame for me to catch the next plane before take off. Which is very difficult to do when your arriving flight is late. Most recently the supposedly helpful gate attendant in Phoenix told me &quot;you'd better hussle&quot; if I wanted to catch my next flight! So that's what I did, from gate B-6 to A-3, which is a hike. When I arrived at gate A-3 I discover that my connecting flight is delayed by forty five minutes. It would've been much less stressful for me if there were no gate attendant. In which case I would have relied on the informative flight schedules which are on the monitors throughout the airport. The beverage/snack service is adequate. The meals however are unappealing. Most recently I was served a meatloaf sandwich on a rye bun which had the foil wrapping burnt to the sandwich. The salad was very fresh though. So if you're going to be flying during your meal time, I'd highly suggest bringing your own sandwiches, etc.. and salvage what you can off the inflight meal. Lastly, I'd like to offer you a few tips if you feel compelled to choose this airline. Be sure you check your arrival/depart info. once you get to the airport. Try to get an aisle seat and don't rush to get on the plane. Unless of course you enjoy sitting on a packed plane before you have to. And chances are you're going to be late in taking off. I usually sit at the gate and wait until everyone else gets on. Otherwise they'll be tripping all over you while they load up their massive carry ons. Bring one carry on and stow it under your seat. It's not likely that I'll be flying with them this summer. Delta has better rates for my destination and I find their service much more reliable and professional."
271126;"I fly a few times a year for pleasure. I traveled from Philadelphia to Las Vegas in September. First, I must admit I used the airline that previous April with no problem. Back to September...First of all, the flight was delayed in Philadelphia for almost 2 hours. Coming home was a different story. I had a connection in Phoenix. I requested wheelchair service because I have a disability and sometimes required one from time to time. I called the day before my flight, it was marked in the computer, yet when I arrived there was no wheelchair. I inquired about it and got no service. Just an ""oh well, sorry"" Unfortunately, I can't talk further about this because I have an attorney. Also, I asked for an upgrade and they couldn't accommodate me, even though when I got on the plane, there was an empty seat in first class. The plane arrived safely and I guess that can be good enough to some people but, I was in pain because of not getting the service I needed"
283151;"Ok, before we begin, on my last trip to Arizona..this airline charged me $50.00 for going 5 pounds over the pound limit AND UNLIKE other airlines, did not offer me the chance to stuff my things in another bag (coincidentally i did have a duffel bag in my suitcase). They never explained that it was 50 pounds a bag...HMPPH. That being said I have flown this airline 4-5 times and each times there were delays. The planes have never taken off on time from my arrival city. For some reason, they have managed to leave on time from NYC, which is odd in itself. New York is known to have extremely long delays at the airports. One of the problems is the Las Vegas airport (which i often fly to with America West) was working on its runway at the time. So not all of these problems are America West's, but still they do not seem to have any ""pull"" with the individual airports as other airlines do. The planes and seats on AWA's planes also seem very outdated and old. Seats do not move back all the time (malfunctioning), cushioning is warn and the aisles are very cramped. IT seems they have jammed an extra row or two into their airplane (I realize all airplanes seem like this, but for some reason it seems worse with America West). Frequent flyers who use this airline for business have continually complained about this airline. Delays, unhappy staff on the ground (as I encountered) and an ovaerall lousy experience seems to be the norm. Maybe NYers like myself just like to complain, but I have had much more satisfactory flights with airlines in Bankruptcy (like American) than with the liquid America West. They have now begun to sell overpriced food on their flights, adding to the anger of passengers ( I must admit the food, which I happily bought, is expensive but tasty). The staff of the airline is actually nice, they seem to appreciate that you are being treated by cattle and try to make the best of the bad situation. Also, the fellow passengers on America West seem to be in a perpetual bad mood, which may or may not be related to the airline they are flying. All in all, if you can, find another airline, even if you need to spend a bit more."
285746;I fly a lot. And I cant STAND this airline. While there isn't really a great choice of airlines today, this one has got to be the worst. I have flown them three or four different times this year alone, and each experience has left a bad taste in my mouth. I won't bore you with all of the details but here are a couple of reason they are on my S**t list: 1) Seats are jammed together so that legroom is a scarce commodity. 2) If you are travelling with others, often the seats aren't together. There were numerous folks on my flights complaining about this. 3) Not-so-friendly gate agents 4) Even more not-so-friendly flight attendants. I can't count how many times they passed me by when my call light was lit, not to mention that I got scolded for using the toilet. 5) I don't recall leaving on time for most trips. Unfortunately, I have accrued quite a few frequent flier miles with them, and I now have to frequently travel to Phoenix which is their hub so I anticipate I will be forced to use them, BUT if you have a choice, I would opt for someone else...like Southwest. Oh, one last thing... 6) Their website is terrible. With most airline or travel websites that I use, you select your destination and date and you are offered itinerary choices complete with prices. America West's site is not only difficult to navigate and slow, but you only offered flight options without prices. You have to select flights in numerous combinations in order to find the best fare. Frustrating to say the least!
285765;I have flown several times over the course of my life with several different airlines. I have found one airline to be the worst (by far) over years. That airline is America West. Every single time I fly with them, there is some sort of a problem. Whether it is a delay as a result of plane problems, an outright cancellation, or overbooking, my flights with America West have never gone off smoothly. One of the first problems with America West in my area of the country (Houston) is that most flights must go through Phoenix. Now, I understand when flying to Las Vegas, it does make sense. And, I also realize that Phoenix serves as the West Coast hub for America West. However, it seems like delays are par for the course in Phoenix, at least with America West. Plenty other times I have flown Southwest and have had no problem with delays. This leads me to believe that America West is the culprit, not the airport. I do understand that maintenance and weather are always an issue when it comes to flying. I get upset when either one causes problems, but I do understand. I don?t want to fly when it?s unsafe. I think the problem with America West is with their service when a problem arises. The first time I ever flew America West was about five years ago. I was flying with a large group of friends to Las Vegas. The weather was fine, yet flights were being delayed left and right. There was absolutely no movement in the check in line and any attempts to get any information resulted in, ?please wait in line.? Finally, after about two hours in line and our flight being cancelled, we are told, ?Don?t worry, we have another plane on the way.? We figure at the most it will take a couple of hours to get the other plane. Wrong! It took almost four hours for us to secure another flight. All this time, we asked to be placed on a competitor (with us making up the difference) and they just refused saying the plane was ?just about ready.? My most recent trip also resulted in some extremely poor service. I arrived and the Las Vegas airport about an hour and a half early. This is actually thirty minutes sooner than they even recommend. And, considering the luck I was having that trip, they are lucky I even made the flight (I was hot). Anyway, I was told previously that my ticket would allow me to skip the check in line and head straight for the gate. I only have one small bag so I didn?t have any luggage to check. I arrive at my gate. At least, I assume it was the correct gate. While, the television monitors indicated I was at the correct gate, the signs around the gate were blank. There were approximately twenty people ahead of me and no personnel at the gate. Keep in mind this is about and hour and fifteen minutes ahead of the scheduled departure. No personnel even arrive at the gate until boarding is set to begin, about fifteen minutes before flight time. I couldn?t believe it. Where did these people get their boarding passes? Not in the line that I, along with forty other people, was standing in. Finally, about thirty minutes after the scheduled take off, I received a boarding pass. Keep in mind, there was no assigned seat and there was never an announcement made. I guess I should have been happy. I wasn?t. I realize that these two incidents are isolated and I may have just experienced some of the worse that America West has to offer. I will say that the flight attendants were pleasant the food provided was pretty good. On the short legs of trips, you are only provided with ?cracker snacks? and limited beverage service. America West is a Pepsi airline and there is no Dr. Pepper on short trips. That fact alone sours me to the airline. The meals are actually pretty good compared to other airlines. I had a tasty little chicken sandwich on one of my longer trips. The airplane is comfortable with no special attributes. Some of the longer flights do have movies and television shows as well as music. All you have to do is rent the headphones for a nominal fee. The rates on fares are also pretty competitive. Truthfully, the main reason I have flown America West recently has been because of the cheaper fares. I figure you do have to give up a little bit of service for the price you?re paying, but not as much as American West gives up. I will say one positive thing about America West. I received my frequent flyer credits on my Continental statement very quickly. The airlines are partners and America West miles do transfer over to the Continental OnePass program. That is a great thing as I fly Continental more than any other airline. Overall, I would not recommend flying America West. The fares are pretty low at times and that might persuade you to fly with them. Don?t do it. Trust me. You will be sorely disappointed in the service and the problems that arise will make your trip less enjoyable.
287103;"Here's a happy little story (read sarcasm) of one girl trying to travel by air. Living in Phoenix, the most flights are available on Southwest or America West. I like Southwest but sometimes having 3-4 stops going from Phoenix to the east coast can get tiresome. So I thought I'd try America West. The first time I tried it, it was a non-stop from Phoenix to Baltimore. The plane was delayed with no explanation and any time I tried to see what was going on, I got yelled at. I understand the attendants are tired of dealing with customers, but it's their job! Even if they don't know anything, they should tell us they don't know and give us an approximate time of when they might know something. Here is a basic dialogue between me and the gate attendant... Me: Do you have any idea why the plane's late and when it might be here?&quot; Her: No. Me: Is there anything you can tell me? Her: (nasty look) No. Me: Is there anyone who could tell me anything? Her: (loud voice) The plane's late, that's the story. (Then she walked away) No one else seemed to be interested in the situation. I watched the gate and the monitors to see if there was any change. The gate number on the monitor changed twice in an hour. I went to both gates but the attendants there didn't know what was going on. Anyway, long story short (too late), the place was 2 hours late. Then once we got on the plane did we take off right away? NO! We sat on the ground, after all the people and luggage got on board, for another 45 minutes. The flight attendants didn't know why. Once we got off the ground, the flight was smooth and I eventually got to my destination. The flight home- the plane was an hour late, we sat on the plane on the ground for another hour, eventually took our flight and then circled around the final destination 3 times before landing. Once we landed, we drove around the airport for another 20 minutes, I guess looking for a gate. I could just picture the people in the airport waiting for that plane wondering when and at which gate was it going to wind up. Since that flight I have seen twice on the local news, unhappy people sitting around the airport waiting for America West flights. I have also heard from friends of mine that when they took America West, the flights were overbooked regularly. One friend has received 3 free flights from America West because they gave up their seats in an overbooking situation. Did I learn my lesson? No. I decided the first trip I took was bad luck and I would try America West again. This time it was a flight from Phoenix to San Francisco, a much shorter flight. This time, the flight was canceled. I asked when there would be another flight and no one knew. I checked the monitors and saw nothing. I called the airline (the people on the phone seem to be more helpful than the people at the airport) and they told me there was a flight leaving in 2 hours. So I waited and tried to get on that one. Of course, everyone from the canceled flight tried to get on that one. Well, I was one of the lucky few and actually got on the flight. There were 20 or so other people that did not get on that flight. I have no idea what they did. It would probably be faster for them to rent a car. This flight left only 15 minutes late!! The return trip was almost flawless. The plane boarded 20 minutes late and then we sat on the ground for an hour waiting for the wing to be inspected. This made me nervous. Why couldn't we have gotten on another plane and leave this one to be inspected? Well, I'm here, so obviously nothing happened to the wing in the flight. I arrived back home an hour and a half later than expected. Not bad! If you're traveling for business, don't use this airline. If you have an extra day or two to kill, maybe you could get a free flight for giving up your seat. Personally, I am NEVER taking an America West flight again!"
287355;"I know, I was asking for trouble. If you read my other epinion on America West, you'll know I've had nothing but problems with this airline. But they're the only ones that have options of travel times when flying out of Phoenix. I even could get a direct flight!!!!! So, I crossed my fingers and made the reservation. I was to leave at 1:12 PM(ever wonder why they have such specific times for departure and arrival? Why not just say between 12-2, that would be more realistic). Well, 5:00 AM, the morning I was to leave, I got a call from the airline telling me the flight was cancelled and I could take the 4 PM flight. I was more upset with the hour that they called (5 in the morning is NOT a good time to call people) than the news they gave me. Actually, the 4 PM flight worked out even better than the other one since it was a non-stop and I got to Boston an hour later (even with the 45 minute delay). The return flight also presented problems. First, they boarded us 45 minutes late even though the plane was at the gate. Then we sat on the plane at the gate for another hour while we waited for them to deal with &quot;mechanical problems&quot;. Of course people were getting nervous wondering whether or not this was a safe way to fly. After an hour they came on the PA and told us they were waiting to take care of the paper work and then we'd be on our way. 45 minutes later, we were still waiting. Finally, 3 hours after the intended departure, we were on the runway and FIRST IN LINE to take off!!!!! Because we were all so patient with the &quot;mechanical problems&quot; they gave us complimentary headsets so we could watch the in-flight movie (which was Bowfinger, by the way). Why does America West have so many flight cancellations? Well, the I was talking to one of the flight attendants while we were waiting for take-off. According to her, the airline doesn't carry forward employee's sick days to the next year so everyone has to use it up before the end of the year or they won't be compensated. So, with so many employees doing that, there isn't enough crew and the flights get cancelled. My question to her was, &quot;This makes some sense but wouldn't they know how many people they have for the crew at least a day before each flight?&quot; She didn't have an answer. OK, now I mean it. I am NEVER flying this airline again, no matter how convenient the situation looks!!!"
290129;"I'll be honest: I like no-frills. I like low fares. But I refuse to fly America West again, no matter HOW cheap they are. Its a pity - they used to be a really decent airline. I have had the dubious &quot;pleasure&quot; of flying America West for three trips in the past six months. Each time there was a delay, a rescheduling, a flight cancellation or a combination thereof. Not to mention, most of the planes were dirty - my tray table on several flights had remnants of food on them, and one one occasion I found a wad of used tissue in the seat-back pocket. Ewww. The commuter planes seemed to be the worst for this. My flight to Los Angeles on my first trip was delayed, and then, being seated in the front part of the plane, I was treated to an animated debate over whose flight calculations to use - the pilot's or the co-pilots. I have no idea who won the debate - I was unnerved sufficiently to ask to be moved to a seat in the rear of the plane. We made it, but were late, so I missed my connection. Fortunately, I managed to get another flight but it was then that I learned not to put too much stock in America West's schedule. On my 2nd trip, this time to Washington, DC, I made the flight to Los Angeles ok, but after running to make my connecting America West flight, I arrived (all out of breath) to find that the flight that I was scheduled to take to Las Vegas was cancelled. This time I lucked out - I was put on a direct flight to DC on Delta and I enjoyed every minute. On the return leg of this trip, I was treated to another delay. Apparently the flight crew had arrived 2 hours late the night before and by federal regulations needed more ground time. This I can understand - I really think its a GOOD thing to have well-rested pilots. I was rather miffed, however, that we didn't find out the real status of this flight for about 30 minutes - the gate agents either had no clue or just weren't telling. Judging by their attitudes, it was the latter. The flight crew finally arrived - 2 hours late - and we proceeded to board. Once aboard, we were sternly lectured, then yelled at, by the flight attendant, who thought we weren't getting seated fast enough to suit her. She must've had a hot date waiting for her on the other end. My final trip was just lovely. Upon checking in, I was informed that there was a problem with the flight. No details, just &quot;a problem&quot;. Minutes later, I hear from another passenger that the flight had been cancelled, but then reinstated. Then word came that while the flight was reinstated, it wasn't *really* that flight, it was one diverted from another route, and we could expect even more delay. Oh joy! Two hours later, we were in the air. The only saving grace was that the flight attendant, Reggie, went out of his way to make the flight pleasant. I had never heard of any flight attendant getting applause for the safety announcements, but Reggie did it so well and made it so interesting that not only was everyone's attention focused on him, but he made it entertaining *and* informative. We all applauded, and deservedly so. The man deserves a HUGE raise! (Reggie, if you're out there, well done - thank you!!) I have to give America West some credit - they obviously have excellent communication skills. I had a friend waiting for me at the airport in Phoenix, and she was concerned when I didn't show up. She talked with a gate agent, and was told that my flight hadn't gotten off the ground yet. Meanwhile, I am standing at the gate, just yards away, having just gotten off the flight that &quot;hadn't left yet&quot;. I went to inform this agent that the flight had, indeed, departed and was, in fact, at the gate a short walk away. The look on the man's face was priceless... The return leg of this trip was more of the same... delayed flight. This time they realized they had no flight attendant, so they had to call around and eventually woke one up. She arrived an hour later, but to her credit, she was smiling, friendly and everything a flight attendant should be. I spoke with several other passengers who have taken several flights with America West, and the consensus was &quot;never again&quot;. Apparently the airline is plagued with equipment and staffing problems, and until this is properly addressed, I'll just pay more and fly an airline who shows a little more concern for their paying passengers."
291481;I was terribly disappointed with the service I received from American Airlines. This summer, I was scheduled for a flight from Colorado Springs to Ontario California. Upon boarding the plane to fly out, some of the ground crew noticed a hydraulic leak from one of the landing gears. We were then forced to de-board the plane, where I proceeded to weight in the passenger terminal. After a 30 minute delay, the airline announced that a maintenance crew was on there way to assess the problem. After about another 30 minutes the airline stated that the plane was not going to make the flight. So, fair enough, these things happen. Unfortunately, they were not able to get me on another flight that day. I was afforded room accommodations and a meal in a nearby hotel. Again I think to myself, these things happen. The next morning, I arrive at my new rescheduled flight to come to find that the plane I was about to board had another mechanical problem. Now I was mad. Two mornings in a row! If the plane had flown, once, twice, or maybe three flights our departure time, I can understand! I was a aircraft mechanic in the Air Force for two years and I know that before an aircraft is put to bed after its last flight, a post flight/pre-flight inspection is conducted prior to the next flying day. Either these planes were hopelessly broken or the airline just didn't have their own crew. Now my travel plans have been delayed nearly 26 hours. Finally after another 2 hour delay, in day two of a trip that was to take one day, I was finally able to bored the plane and ACTUALLY depart the terminal. I don't think the delay I was forced to endure is reasonable by any means, and I would not recommend this airline to anyone.
291676;"These days the airline industry in general is being overtaxed and most airlines are struggling to keep up with demand. This causes many delays, cancellations, etc. but one airline stands out as worse than the rest, at least in my experience. That airline is America West (AM). I fly probably 3 to 5 times a year or so and I have flown on most domestic US airlines like United, Alaska, TWA, Delta, Southwest, Continental, etc... I have had bad flying experiences with many different airlines, who hasn't, but my experiences with America West have been for the most part negative. Let me spin out a few examples of my bad experiences. I was flying to Washington DC and I had to fly through Phoenix to Houston on the way on AM from Oakland. My flight was the first of the day out of Oakland. We had an hour delay getting out of Oakland because they couldn't get the engine started, the machine that helps start the engines was out for repair and the backup unit wasn't powerful enough! So they had to borrow one from another airline. When we finally got to Phoenix there was an hour delay sitting in the terminal. Then we finally get on the plane (which was sitting there all along). Now keep in mind it is July and we are sitting in a plane on the tarmac in Phoenix, its 110 degrees!!! We sit in the plane for 1.5 hours while they replace the radio antenna on the plane! Then we finally take off, about 2.5 hours late. From what I have heard America West doesn't have the best maintenance record. On another trip to Phoenix I was leaving Seattle and the gate attendant was yelling at everyone to check his or her bags so the plane would leave on time. When not enough people cooperated she went around to people sitting in the terminal and got people's bags. Have things got this bad that airlines have to force people to check their bags!? Well I guess when they are never on time people don't want to let their bags out of their site. Anyway I didn't appreciate that rude demanding treatment. Our flight home to Seattle was delayed due to a problem with the bathroom. Sitting in the Phoenix Airport it was amusing to see that over half of the AM flights were delayed and many people were less happy with the counter people. Then on the plane there was a lot of trash in the magazine pocket in front of my seat. You think they would at least pick up the trash after the last flight? Ok one positive for AM; there in-flight food is good for airline food. Now I am not just basing my epinion on my experiences but also based out what I have heard from Taxi drivers at the Phoenix Airport (America West?s' Hub) and friend who live in Phoenix who have a lot more experience with AM. Also in a survey I saw in a magazine somewhere it listed AM with the most customer complaints. So there it is, not much more to say. I recommend you avoid flying America West if you want to get somewhere on time and have good service."
303014;Give me a ticket for an aeroplane! While still recovering from knee surgery it became urgent that I get my care at another locale. I went online to Lowestfare.com, but I wasn?t happy with the amount of choices available. Not airlines, but prices. Being off work for any length of time makes you conscious of your bank balance. I then surfed over to Yahoo! Travel where I found a much larger variety of travel schedules at a wide variety of prices. America West Airlines had the lowest prices with the most convenient flight schedule. Fortunately the date leaving and the date returning both had open seats. I booked a flight right online. As I?m going through the different windows, entering my name, address, credit card number, I got to go to a screen that asked me to pick my seat! The screen displayed all of the seats available in the class you are flying (i.e.: coach, First Class.) Right after I picked my seat assignment, the next screen asked if I needed a wheelchair. I checked off the Yes button and submitted my request. The last screen has a ?Please Print This Page for Your Records?. Here was my trip itinerary, my trip ID, my flight schedules and information for Customer Service. That night there was an email with my confirmation number to use on the America West website. The Airport: I had someone to carry everything for me up to the check-in counter. Once there, as the clerk is checking in my bag, he notes that I?ve asked for a wheelchair and he notes that I?m to be pre-boarded on the flight! At this point I did request a different seat than the one assigned via computer because I wanted to be up front. There was no problem, he gave me a bulk-head seat that has a bit more leg room. I?m taken directly to my gate and all I have to do is wait for boarding. I was boarded first, and settled in to my seat. The rest of boarding happened routinely but a family was given the two aisle seats and one middle seat in the row I was in. Because I didn?t want to spend the whole flight next to a very active toddler, and I?m basically nice, I gave up my window seat, and took the other aisle seat that the Father had been assigned. This worked to my advantage because the Father was more than willing to get my small backpack that the flight attendant had put up in the overhead compartment at the end of the flight (the bulkhead seats have no underneath storage capabilities.) The Airbus Jet This particular model jet had 3 rows of four seats in First Class. The aisle separated each pair of seats. Coach contained 21 rows of six seats. The aisle separated each set of three seats. Legroom was minimal. Seat space was minimal. A small child had lots of room. I had adequate space to stretch my legs because I?m short and I was placed at the bulkhead. The Flight: The flight was 15 minutes delayed because the last couple on board had tickets in First Class, and they had Four Large Pieces of Luggage with them (there?s no way that those pieces would fit in the diagram that they show for carry on!) The flight attendants are making room anywhere they can for this large luggage. I felt sorry for the Coach passengers that normally stuff their stuff in the overheads near the front of Coach. That got emptied and stored elsewhere for this couple?s bags. We finally take off, are given the speech via small 8? video screens, and we?re on our way. In flight, we were served pretzels and soda no charge, I just had a bottled water. You did have the choice to pay $3 for beer and wine or $4 for other alcoholic beverages. Service was fast on this short flight. Just about the time they finished passing out the drink and pretzels, they came back through to pick up the trash. Then we were descending. The flight was fast and we ended up landing on schedule. Before the flight was over, the flight attendant offered to have a wheelchair waiting at the ramp. I was taken to baggage claim, got my luggage, and went out with my transportation to my final destination. Two Weeks Later: By this time all I need is a cane to get around with. I still get preferential treatment at the main ticket counter, I still get pre boarded, and the new flight crew is still taking very solicitous care of me. This flight coming back to SFO was oversold, so at first they were offering later flight passage and $200 vouchers for those who could change their flights, and then they upped it to $300 plus passage on a later flight. I had someone expecting me on the other side so I couldn?t take advantage of that. Darn! It all sorted itself out and this time the flight only left the gate five minutes after scheduled time. The same safety speech came on the video screens of the same type of Airbus Jet. I watched intently as I was shown how to use the dangling cup and where to stick my arms through the seat bottom. 10 minutes after take off, drinks and pretzels were once again passed out on this 90-minute flight. This flight we had a tour-guide type captain and the natural wonders of this great country were pointed out as we flew over them. I always enjoy that. Once again, the flight attendant asked if I needed a wheelchair at the end of the flight. Since I could manage with a cane, I declined. I had someone special waiting at the other end of my flight and he would take care of everything I needed. Recommendations: I?ve had to fly this airline many times in the past for work. Those trips were very stressful since I was usually told an hour before flight time that I was to be on the plane! I didn?t have the opportunity to enjoy the whole experience in a relaxed atmosphere (when you can?t walk, you go at someone else?s pace.) This flight ?both legs were fine. Not like flying First Class on Delta, but perfect for what I needed when I needed it at a price I was happy with. I would travel via America West Airline again, as often as I can. **Note: Round trip to between Western destinations was a total of $101.50 after tax, airport fee, and anything else they could think of**
