"199527,""Ever trying to milk the Pokemon franchise, Nintendo came out with the clever title, Pokemon Snap. Although this game isn't groundbreaking, or the best of Nintendo's ideas, it is quite fun to play and provides for a different gameplay experience. Pokemon snap is a photography game based in the world of Pokemon. It is given a """"M"""" rating by the ESRB due to the blood, gore, gory blood, and bloody gore. Just checking to see if you're reading --it's given an E rating. STORY --- Super-easy story! If you've ever kept track of the Pokemon cartoon show (which can be incredibly different, many shows resemble each other) then you may have heard of Todd the photographer that met up with Ash and stayed in the series for about four episodes. Anyway, Professor Oak invites Todd to an almost-completely-undisturbed island in order to photograph the Pokemon in their natural environment. Todd naturally accepts, and off he goes. And yes, you can change the default name of Todd. CONTROLS --- Todd is always stationed in a special craft called the ZERO-ONE. Since you don't have to worry about walking along, this makes controlling Todd very easy. Look around with the control stick. Pressing the Z button brings up the camera, and pressing the A button from there takes a picture. START pauses the game, and the side C buttons makes Todd rotate 90 degrees right or left, respectively. The Up C button makes him face the front. As you continue on in the game, you'll get more items to play around with. A will throw apples, B will hurl a pester ball. Pressing Down C will activate the Pokeflute, and pressing it some more scrolls through the 3 available songs. R speeds up the craft. GAMEPLAY --- At the beginning of the game, you have one open course, and the camera. During your first run-through the game gives you some instructions that act as an introduction. Eventually, you'll have an available seven courses at your disposal. At the beginning of each stage Todd appears in the ZERO-ONE craft which will run along a pre-determined path. Although Todd can change the path slightly but looking in different directions, you won't be able to leave the path. The game has two big disappointments. Todd not being able to leave the ZERO-ONE is the first problem. It would have been incredibly awesome to walk around in an area and snap photos of the wildlife. You could have snuck up on some, and it would have given a great chance to expand upon the personalities of the Pokemon--get too close to the Snorlax and find yourself running away from become its lunch. However, for some reason they decided it was best to keep Todd on the path, and so you never get to leave the ZERO-ONE. As you progress through the area, you get a chance to take 60 pictures of the Pokemon wildlife. Your run-through of the course will end either when you get to the teleport gate at the end of the course, or run out of exposures. After you've been through an area, you get a chance to look at all of the pictures you took select the best ones, and hand them to Professor Oak. You get a point score for the photos, and with enough points you'll be able to open up a new item or course. COURSES --- As mentioned above, Pokemon Snap features 7 different courses. Here comes the second biggest problem. Although the courses are Pokemon jam-packed, there simply aren't enough of them. The courses are: Beach- Butterfrees in the air, Pikachu running around, this makes the perfect course for beginners. It also houses some Pokemon that can be incredibly hard to get a shot of, such as the quick and camouflaged Scyther. Tunnel- Although the island is supposed to be undisturbed, somehow a powerplant was built inside the interior of this tunnel. Lots of Ground and Electric Pokemon hang out here, such as the Diglett and the Electrode. The Haunters are the hardest Pokemon to get a good photo of, since you can't see them while you take their picture. Volcano- as expected, lots of fire Pokemon make this volcanic area their abode. See if you can group the seven Charmander together, or start a fight between the Magmars. The Hardest Pokemon to get a great photograph of is Arcanine, who makes random appearances. River- lots of plant and water Pokemon reside here. It will take a while to get a good picture of some of the Pokemon, such as the ever drifting Shelder, or the Poliwag hiding in the bush. The difficult Pokemon award is an even split between the Porygon which are seemingly easy but actually incredibly difficult, and the Cloyster, which I still haven't figured out what makes them appear. Cave- poison Pokemon and ice Pokemon chill out here. There are plenty of opportunities to catch a good photo of a Zubat, and pelt the Bulbasaur to find a special species. You can also get some great special photos, including Balloon Pikachu and The Jigglypuff Trio. Valley- Rock and water Pokemon hang around these rapids. There are quite a couple of tricky shots to get, such as the Sandslash that burrows as soon as you see it, or the unfortunate Magikarp that winds up in the waterfall. The hardest Pokemon would definitely be the Starmie group. You have to actually flash some floating Staryu's gems to get them to follow you. After a quick dip in a whirlpool, they evolve and speed off into the distance. There is also a seventh course, but that one is a secret. The courses they have are done very well, and there is no way to capture everything on a single run-through of the course. However, I would have liked to see some more environments, such as a desert, or a course in the clouds. If they had just expanded on these, then the game could easily have gotten a 4-star rating, if not a 5. POKEMON --- Suffering from the same curse as the courses, the Pokemon population plunges from the usual 151 species all the way down to 63. Once again, if they had included all 151 (now 251) species, this would have been an incredible game. The 63 that are there are done very well. Each has its own distinct personality and often a puzzle. Magmars will start to fight over food, Snorlax will get up and dance for music, and Magikarps will appear almost everywhere. Pokemon's key figure, Pikachu, is heavily emphasized, and can get a heap of special poses such as: Pikachu on a Stump, Pikachu on a Ball, Pikachu using Agility, Balloon Pikachu, and even Flying Pikachu. The game keeps to the personality of the Pokemon, and it's nice to see them in a game where they aren't (for the most part) beating the snot out of each other. ITEMS --- Although you can only get four items in the game, they are all very fun to mess around with. Pokefood- throw apples near a Pokemon to get it to come closer, or throw apples on a Pokemon to get it to run away. Pester ball- this ball contains a bit of stun gas that makes the Pokemon fall out for a few moments. When you're getting pummeled in Pokemon Stadium, its nice to be able to plug in Pokemon Snap and give a real beating to the wild Pokemon--its guaranteed to act as a stress reliever. Although you won't get good scores on KOed Pokemon, some Pokemon actually enjoy getting hit, such as Grimer. Pokeflute- this item will make any Pokemon nearby do a bit of a dance. The three tunes will activate three different dance sequences, and its up to you to find out which one gets the highest rating. Speedy-thingy- makes your craft speed up, perfect for getting to the part with the Staryu (which you'll have to try for A LOT). GRAPHICS --- Pokemon Snap features those crisp, clean models of Pokemon that have been seen in Pokemon Stadium. Some of the models were too big for the course, such as the Charizard and Gyrados, so they had to actually only have the upper-half of the Pokemon stick out. However, to make up for this, some of the Pokemon actually have expressions. The best example is Meowith, who can look angry, happy, dazed, and even aggressive. Todd and the ZERO-ONE are done nicely. Todd looks like a normal everyday guy, and his hair isn't even too bad. For those who don't know anything about Japanese anime, often the hairstyles of the characters can get incredibly bad--often to the point where they defy gravity. The ZERO-ONE also can morph slightly from one area to the next, and although the transformation isn't complicated, it?s done well. SOUND --- The sound in the game is of a good quality. While I didn't find myself humming any of the tunes, I put them to the real test by having them play over and over while I wrote this review. Even now that I'm down on page 3, I still find the music enjoyable and friendly. The Pokemon, thankfully, don't make their GameBoy sounds such as in the first Pokemon Stadium. Instead, most say their name or make some kind of animal noise. Zubats screech, Gravelers grunt, and the Gyrados screams a lot. Also, the voice samples of the Pokemon saying their name never get annoying. REPLAY VALUE --- Although the courses are short, you'll find yourself going through them a fair number of times--10 times at a minimum. The Pokemon are jam packed into the levels, and you may even find yourself near the end of the game without having seen a particular specie. Also, the high emphasis on score makes it fun to try and get a better score. Every specie has a best score, each course have a best score, and on the front cover of your album, there is a total overall score. My only gripe here is that it would have been nice to see the maximum number of points possibly for a particular species. I really would like to know if it?s possible to get a perfect 10,000 picture on the final course. Also, in case you have a funny picture that doesn't score high, there is an entire second album that can hold up to 60 photos of your shots that you like. You can even add comments to these photos. Also, I doubt it?s around any more, but if you manage to find a Blockbuster that has a Pokemon picture station, you can actually print out your pictures as stickers. The cost is, possibly was, around 3-5 dollars for 16 stickers of four photos. I never tried this out myself, but it seems like a fun little extra. PROBLEMS --- I've already gone over most of the problems in the game- too few Pokemon & courses, and the inability to get out and walk around. It would have been nice to trade high scores with a friend over a controller pack, or have a 2 person photo shoot out, but since obviously they were pressed for time since they only put in 63 Pokemon, I suppose this would just have taken too long. OVERALL --- When I bought this game, I only got to play it for a single day before I had to go on a week-long vacation away from my dear N64. Therefore, I don't really know how long it takes to get bored of the game. In any case, this game isn't for everyone";" there aren't any intense action sequences, or any incredibly hard photos to get. This game isn't also for people who don't like Pokemon, for obvious reasons. However, if you don't mind the critters or enjoy them, and you want to play something a bit different, go ahead and rent this. I suggest that you rent something else along with this, since the title will soon be over, and its best to space it out. Also, I'd like to say if they ever made a sequel to this game on the GameCube with all 251 Pokemon in it, I'd get it in a snap. Ha ha ha, heh ha, heh ehhhhhhh.... Nevermind.""";;;;;;;;;;;;;
"206748,""With four out of my five children being Pokemon fanatics, and our household owning a Nintendo 64 it was almost a necessity for us to rent Pokemon Snap. (we prefer to rent a game before buying so we don't waste our money on a boring game!) So, we rented it for a whole week and I never saw so many happy boys!! All four of my boys were in &quot";Pokemon Heaven&quot;" playing this game for the whole week, even when they had already gotten to the end of the game. I managed to sneak in some playing time and thoroughly enjoyed it too! The idea behind Pokemon Snap is that you go on a safari of sorts looking for Pokemon to take pictures of which you bring back to Professor Oak at his laboratory. He then judges your pictures on how close up you took the picture, whether it was centered in the frame and the uniqueness of the pose. When you get enough in one section done then he lets you go into the next section to take pictures of different Pokemon. If my memory serves me right there were about five different areas to take pictures of Pokemon in, plus one bonus area if you did well enough in the rest of the areas. My 12 year old found this game to be boring once he finished it. But then again, it seems to me that ALL 12 year olds think everything is boring! All three of my younger boys loved playing this game again and again, taking pictures and just enjoying the scenery. I found that to be the fun part...just watching all the different Pokemon here and there and the fantastic scenery! It was great! The best part of this game is the complete lack of violence. It's hard to find a non-violent game these days! I recommend this for anyone who has a young Pokemon fanatic in their household along with a Nintendo 64 to play it on.""";;;;;;;;;;;;
"207552,""This game is boring. If I wanted to take pictures of &quot";cute&quot;" little creatures I would go to the zoo. Pokemon Snap is a video game where you go around taking pictures of little pokemon. It is boring and a waste of time. Some kids who are pokemon lovers love this game but from a adults perspective this game is bad. I would definitely not buy this game or even rent it again but maybe if you happen to be in blockbuster on day then try it but other wise be glade you did not waste your time with it.""";;;;;;;;;;;;
"210971,""Being a big fan of photography, I figured that I would give this game a shot. The first thing that struck me was the cutesy theme of the game. This was the first time Pokmon fans could see them in 3D graphics"; they are adorable creatures! This was a nice change of pace for me; since I have been lately playing games dealing with fighting(WrestleMania 2K) and guns(Goldeneye 007). Gameplay In Pokmon Snap, you are the best Pokmon photographer known and Professor Oak asks for your help! His mission for you is to take the best darn pictures you can of every Pokmon you encounter(within about 8 levels) and to search for the rare instances when wild Pokmon are using their powers and special abilities. Other than this, there is really no other prevailing storyline. All there is to is to go find some Pokmon, take their pictures, and have some fun. Obviously, this game was designed for the younger crowd; they all love Pokmon. This game is very innocent: There is no violence, no guns and not blood splattering. All there is is you, a camera, and 63 cute pocket monsters. Game control is very easy to learn. It won't take you more than an hour to learn them all. Unfortunately, in this game, you odn't have any control of where you want the character to go; you are put in a cart that follows one path, beginning to end. This type of game is called a &quot;rail shooter.&quot; In the meanwhile, you are to find as many Pokmon in the level. Some are harder to find than others; and some are quite tough to find! One thing I am a fan of is the fact that Pro. Oak grades your photos. I find this feature self-rewarding. Although embarrassing for me to say, it is exciting thinking that you may have taken some great photos. There is also a photo album where you may save some of the pictures you like. The game automatically saves your best picture of each Pokmon;" so if you like a Pikachu photo that isn't the best one, you can still save it to the photo album. I suggest only renting this game at first if you haven't played it before. Then if you love the game, then buy it. It's replay value is very poor. Once you beat the game by finding all of the Pokmon and taking your best picture of them, you flick this game aside for another. Upon completion of Pokmon Snap, the game has very little temptation to play it again. Graphics/Sound What can I say? The graphics are just fine for this game. Seeing the cute Pokmon in 3D, rather than on the the 2D Gameboy, is a very nice treat. I just can't get over the innocence and cuteness of this game! The animation is very smooth. Never is there fog, pop-up, or slowdown. There is really not much to say about the music. It fits the perfectly into the cute theme. It is nothing great, but nothing bad either. It's kind of funny listening to the sounds that each Pokmon make too. Overall The game is entertaining, but only for the first time through it. Once you beat it, you probably won't give the game another thought for a long while. The great graphics and cutesy theme rescue the game. Overall, this game is worth a few nights rental, but in my opinion, no more than that.""";;;;;;
"214320,""This game is great in the beginning. You take pictures, you beat levels, you score points for pictures you took. The graphics are great, the pokemon characters perform cute antics and you actually have to use strategy to take the pictures! All in all this is a great game, at first. Then after a few months of playing it, it gets set aside and forgotten. Because once you have beaten all the levels (which doesn't take long) and taken at least on picture of each pokemon (which doesn't take long either) then you are stuck playing against yourself for a few measly points which end up not getting you anything, it's just a score. The game plays forever and ever. you against yourself. And it is only one player! And you cannot have more than one going at a time. So, if you really like pokemon and repitition then this game is for you. For most people however I suggest you rent the game. . . or borrow it from a friend who already got bored of it.""";;;;;;;;;;;;;;
"215850,""And make sure you have a child in your house who loves Pokemon who is between the ages of 4-10. This is the perfect age group for this cute, fun simple little game. Basically the idea is to snap pictures of the Pokemon and some of them are pretty hard to get, and you get 'graded' on your photos. It's really kind of fun for the whole family...for about three days. Then, you're finished it, you're done, and if you were unlucky enough to have purchased it - you're out fifty BUCKS! Definitely should be a five day rental at Blockbuster or Hollywood Video - nothing more! Tigerlily""";;;;;;;;;;;;;;
"217410,""Pokemon Snap was all my 11 year old daughter wanted for Christmas...well, she got it. I must admit I'm not overly impressed with the Pokemon fad in general but this is a really nice game. Not only is it entertaining and fun, but, believe it or not, it's educational too. This object of this game is to go through all of the different lands and take pictures of the different kinds of Pokemon. As you go through a &quot";land&quot;" you return to Professor Oak and he grades your photos. The educational part comes in when Professor Oak gives you some very good advice on photography in general...make sure your subject is centered, make sure he/she is facing you. You get more points when these criteria are met. You also get more points for how close you get to your subject and what the subject is doing. A must have companion to this game is the Pokemon Snap guide book. My daughter studied this (much more than her math book!) until she knew all of the tricks to make hidden Pokemon come out, how to play the flute to make Pikachu dance, and so on. While it is a little on the easy side, she is still going back through all of the lands trying to get even better shots to show Professor Oak. You can also take your game cartridge to Blockbuster Video and print off your pictures that you've taken. We haven't had a chance to do this yet so I can't tell you how well that works. This is a very non violent and fun game and one my daughter has enjoyed teaching me how to play. It is suitable for a wide range of ages.""";;;;;;;;;;;;
"219418,""I bought this game at the insistence of my three year old daughter. The salesman assured me that my daughter could play it &quot";no problem&quot;". Well, it turns out that the controls are much to complex and fast for a three old and since there is much to read in the game, it is incomprehensible for my daughter. The one really big thrill my daughter had was to take the pictures to Blockbuster and make stickers from them. Pokemon Snap is a saccharine, non-violent game. The graphics are mediocre. It doesn't come close to the graphics of Zelda and many other titles in the Nintendo library. The music is spare and childish even by gaming standards. Moving through the directory between picture taking runs is always a bit confusing. I played this game for my daughter a few times and couldn't wait to get off after a while. Maybe it's not fair to compare this game to titles Nintendo produces for older kids. If your child is a Pokemon fanatic, this game will probably thrill them for oh, at least couple of days. I've always found the Pokemon franchise to be annoying, but hey, I'm the one who has to pay for it.""";;;;;;;;;;;;
"220207,""Pokemon Snap offers minimal challenges and easy pictures. The 3-d view is good, but there is little plot and very little to do in the game. My 11 year old brother, who loves Pokemon, was bored with this game after a day or two. There are less than 10 levels in this game. 1 of the levels features only 1 pokemon, Mew. The sound in the game is adequate, and you also get a good sound from the Pokemon. It is a very boring game, and there are simply not enough Pokemon to take pictures of. Also, I find that the controls are odd handling. Overall, Snap has good graphics, but terrible game play.""";;;;;;;;;;;;;;
"231831,""I'll admit it - I'm not the biggest fan of Pokemon in the world. I mean, maybe the original game was somewhat interesting, but the TV show, the action figures, the TRADING CARDS, and now this game - which is very possibly the worst waste of time and energy ever. At least the original Pokemon game had a competitive element. This newest edition seems more a reaction to the violent video games of today than anything else. I agree less blood may be a good thing, but come on, we don't need to turn to photography for enjoyment. Allright, so the game has nice graphics. The control is decent. The interface is pretty nice. But the very idea of running around on an island taking &quot";picture&quot;" - not very high quality ones, at that - of nonexistant animals just doesn't appeal to me.""";;;;;;;;;;;;
"239150,""This game should have never been made. This is the worst game ever on the Nintendo 64. The only point of the game is to take pictures. Once you finnish taking pictures of the Pokemon the game will no longer have a point. Although it is cool to see the Pokemon in 3D for the first time this game should not be bought. You can finnish the game in 2 hours if you are really good. Not even all 150 pokemon are in it. This game can be a okay rental but it is not worth it to buy it for a high price. If you are a huge pokeman fan you might like this game but if you did not like any of the pokemon game boy games then you should stay far away from this game.""";;;;;;;;;;;;;;
"242782,""Nintendo's latest game and marketing phenom, Pokemon Snap, is sure to delight children. It's easy to navigate, peaceful and charming. However, the biggest drawback is that you CANNOT save your game and start a new one. Say you want to play this game with a friend... surprise, you can't! Say you want to loan this to a friend but don't want to lose your game and photos.... surprise, you can't! Not even your memory pack can solve this dilemma. You either play your game, and your game only, or you play your game and then erase it to start another one. And actually, there isn't really a need to ever start a new game once you've played it once and found all the Pokemon and taken good pictures for a good score. This game was designed with one thing in mind, making money. It has this &quot";unique&quot;" feature where you can actually take your game cartridge to (surprise) Blockbuster, and have your best pictures from your photo album printed onto stickers, for a fee. Just another way for mom and dad to part with their money all thanks to Pokemon. Sure, this game is fun the first time and the Pokemon are cute and getting them to do different things for a better picture is fun, but ONCE is definitely enough for this game. A one-time renter at the most, don't be fooled!""";;;;;;;;;;;;
"243127,""This has got to be one of my all time favorite games. We original bought this for our 5 year old pokemon junkie. He had to tell me the names of all the pokemon as they appeared. This has turned into a late night adventure for me. I love taking pictures in real life so this should not be a surprise that I would like this game. It neat to compare your own pictures to someone else's to see who get the higher score. It is also alot cheaper than taking your own pictures and having them developed only to find out that your flash did not work. We still are enjoying this game 3 months later. And my son and husband still spend hours fighting over whose picture was the best.""";;;;;;;;;;;;;;
"243196,""This game is great for kids of all ages. This does not exclude any gender either because any one who can take a picture in this game is doing great at it. The game is about taking pictures of Pokemon and you can have the option of printing them out as stickers in Blockbusters or something. Anyways, the game is an overall ok, with nice graphics but sometimes the Pokemon you see is the ones you always see. For example, if you wanted to see a rare Pokemon, how long would you think you can spot it? Very long is the answer. This is the very big drawback in this game, and sometimes ruins the mood.""";;;;;;;;;;;;;;
"244986,""I had a great time playing Pokemon Snap. I liked how by doing different things to certain pokemon I could get them to do certain things. Most of the complaints I've read about it are that it's fun to play, but only the first time. I disagree with this. I will play it over and over, and still have fun. I will agree that it does go through the levels in the same way each time, but that made it much less frustrating and more enjoyable for me. I think that this game is perfect for who it was meant for, young children, but Pokemon Snap can also be a blast for people of any age.""";;;;;;;;;;;;;;
"247664,""C'mon now. Pokeman Snap-oops-sorry pokemon snap is one of the worst games I have seen in a long time. With the exception of Yoshi Story and maybe 1 or 2 other games like WCW Nitro and a few others, this game is the worst that I have seen. In this game you ride on a train taking pictures of pokemon, which is the latest craze for all the kids 9 and under. I beat this game at blockbuster. Thats how easy it is. It took me 1 hour or less (I lost track of time trying to photograph squirtle). I really think whoever made this game needs to do 1 of 2 things: 1. Find a new job-he should have been fired already or 2.Get a life.-this would not have come to my mind to make as a game that costs 50 dollars unless I sat in a padded room thinking for 24 hours a day, 7 days a week, for a year. I don't understand why any boss would approve of this as a game. Never the less, this game is easy so it won't have any replay value longer than about 2 days if you don't like pokemon all that much in the first place. NOW-If you do like Pokemon this game might just work for you. You will get to see all your favorite pokemon characters any time you want.""";;;;;;;;;;;;;;
"254370,""Pokemon Snap plays a lot like a rail shooter, but the execution is so much different. Instead of a Magnum, you've got a camera. Instead of going for head shots, you go for the perfect Pokemon pose. You get the picture (pun not intended). In Pokemon Snap, you play as Todd, a legendary Pokemon photographer in search of Mew. Professor oak helps you out by scoring your pictures, giving you hints, and presenting you with items if your skills are up to snuff. You start with only one course, the Beach, but you'll end up trekking through seven, including a cave, a jungle, a volcano, and RAINBOW CLOUD, Mew's home. All are beautiful, with details in the right places and amazingly real water effects. The Pokemon look as good as they should be, and it's only competition is Stadium. Even little graphical touches like your pose when you end the course are factored in. The sound is quite good, two, with many Pokemon speaking their names and wonderful sound effects such as a cry when you hit Pikachu with a pester ball. (Ha ha!!!) Music is good, and doesn't break your concentration. Control is interesting and intuitive. You can easily rotate your view 90 degrees and the aiming works like a vehicle shooter (up is down, vice versa, etc.) Items are laid out on your controller nicely, with all items belonging to a different button. The only problem is that when you zoom to take a picture (you have to), the pic looks much bigger than it is, so you won't score as high as you think. Although it is a one player game, you really should have some friends over for some challenges after you complete the adventure. The game never really ends, so you can try to beat your scores over and over. Invite a couple friends over and see who can snap the best Pikachu. Or Butterfree. Or Jigglypuff. Or Chansey. One disappointment is that there are only 63 different species of Pokemon in Snap. However, they do several different things when enticed with certain items, so the other 88 won't be missed as much. Prof. Oak's scoring is what brings you back for more. Can you snap a 10,000 point Mew picture? Can you set up the elusive Jigglypuff Trio on Stage pic for a whopping 1,200 bonus points? Yep. Keep trying. Overall, it's a buy and a keeper. The N64 is sorely lacking of rail shooters, and Snap is above average for a rail shooter with it's refreshing twist. It'll keep most of us, especially Pokemon fans, busy for weeks and months to come.""";;;;;;;;;;;;;;
"264874,""I have to say that this game is the best one I have come across for my children. Their ages are from 5 to 9 and this is the only game I have found where they don't have to kill anything. They like it because they get to ride this machine through different level and find the pokemon. When they find it they just take a picture of that pokemon. After they go through the level the professor rate how well the picture was taken. If it was in the middle, how big it is, if there are other pokemon in the picture with it. It's great. If the picture wasn't very good they can change it to a better on. I only wish that is was made for more than one player. It would save me from breaking up a lot of fights on who's turn it was.""";;;;;;;;;;;;;;
"269525,""~I purchase Pokemon Snap for its quality. The T.V. show that comes on everyday inspired me about this game as well as the other Pokemon games. This game lets you interact with all of the different types of Pokemon. You get to take their photo's and experience their natural habitats. I would choos to play this game ONLY if you are a Pokemon finatic. If you arn't you won't enjoy this game. Other than that this game has superior graphics, the game play is somewhat fun.~ ~Other Games to play from Nintendo:~ -Jet Force Gemini -Monster Truck Madness -WCW Revenge -Buck Bumble""";;;;;;;;;;;;;;
"270418,""This is the official Pokemon Safari for taking pictures. Pokemon snap features 63 out of 151 Pokemon to take pictures of. It also include 6 Pokemon signs nd 7 courses. Even though the game took me a record of under 2 days to finish it was still very fun. I'm kind of disapointed that I could only get 62 out of 63 Pokemon in the game. The game is very fun but yet another game that is too easy. I think they should make a version of the game with all 151 Pokemon and I think you would probably agree with me on that one.""";;;;;;;;;;;;;;
"282805,""I won't let my kids play violent video games so their choices are somewhat limited. I loved the premise here...take wildlife pictures of Pokemon and create an album. The Pokemon are quite cute...something that I think a kid would design if they were really involved in creating creatures. However, this game just wasn't challenging enough and didn't have enough depth. We really enjoyed playing, but were able to &quot";capture&quot;" all the Pokemon in a weekend on the game we rented and so we didn't feel a need to purchase the game. I would love to see something more involved along the same lines...maybe more complex courses or more Pokemon?""";;;;;;;;;;;;
"285446,""This game is adored by many Pokemon fans,including myself. I like how you go around on the car,taking pictures of all sorts of Pokemon. Some pictures you cannot take,until you have a special tool or resource. Such pictures you cannot take are:Snorlax,Kangaskhan,and many others,because they are either sleeping,have their back turned toward you,so you cannot see their face,and many more. Parents,if you have a child or children that are Pokemon fans,then you must buy,or at least rent this game. Then while they are playing it,you can finally have some peace and quiet,and some time to yourself to do something you love to do,as they are distracted by the game. TWO THUMBS WAY,WAY,WAY UP!""";;;;;;;;;;;;;;
"286456,""When I first saw Pokemon Snap for Nintendo 64, I said to myself wow that looks really pointless. I thought it was just another way for kids to make their parents spend hundreds more for the pokemon crave that has recently hit our nation. But once I got my hands on the game, it blew me away. The graphics are astounding and the sound is great. It is very original, riding through various levels of an island, in what looks to be a mine cart, taking pictures of strange looking creatures(pokemon) as they pass. The pokemon interact with you. They act differently every time around. Not one picture you take will look exactly the same. The better the picture, the more points you get. As you progress through the game you get some very creative and useful items to help you on your journey. You can save now save your pictures onto the Nintendo 64 memory card and print them out as stickers at some blockbuster locations. The controls take no time at all to learn and are very, very easy.""";;;;;;;;;;;;;;
"291900,""In this day and age home video games reign supreme with VCRs for babysitting kids and keeping them occupied. As always what the kids are influenced by is a major concern. Video games come with content ratings now and when it comes to what kids play this one is the tops. Pokemon Snap was the first of the Pokemon video games and owing to the Pokemon craze is a game kids WILL want. For once, however, there is no concern about content. The only shooting in this game is with the camera taking pictures of Pokemon and no characters die. for kids it can even be challenging and to be honest, though most adults won't, I actually like playing it. The various levels get more challenging and players have to figure out how to get that far so there's even some thought required. It's cute, lovable, will keep the kids busy and it's fun. If you're one of the countless parents across the world using a home video game system to babysit the kids this game is a must and if you're concerned about content it's one you have no need to fear.""";;;;;;;;;;;;;;
"299658,""Wow. Pokmon actually used to be good. But I guess this game is okay compared to other games on the market. This game takes a strange twist, because you play as Todd, a photographer, not Ash. And rather than battling, you take pictures. Ugh... This game is a bit creative though. Depending on how you abuse a Pokmon, uh... I mean... treat it, their actions are different. You can throw an apple for Pikachu to eat, or you can throw an apple AT Pikachu to watch it fall. Some things you do to a Pokmon may be cruel, but you can't get the best shots without doing anything. The saying &quot";No pain, no gain&quot;" is true here, except you don't feel the pain and the Pokmon does. Anyway, Professor Oak wants you to take pictures of 63 Pokmon. It's not that hard, but to get the highest scoring points, you have to get it into certain poses. Size also matters in the photo, because you need to see it clearly. If there's more of the same Pokmon in the picture, you also get more points. But most importantly, your target has to be in the center of your picture, and Professor Oak will double your score! The music is too happy, even the ones you play on your flute. But for some strange reason, the Pokmon like it. Sound effects are pretty good, though, especially when your vehicle comes to a screeching halt. For the first time ever, Pokmon are in 3D. The graphics are pretty good, but Pokmon were never meant to be in 3D. It is pretty cool to see that 3D thundershock from Pikachu though. This game isn't too bad, but it's not exactly good either. It won't last long, but seeing Pokmon in 3D, especially Mew, is pretty cool.""";;;;;;;;;;;;
"306168,""Looking for a fun game for young Pokemon lovers? Try Pokemon snap for Nintendo 64. As a photographer, you ride around in your cart looking for rare Pokemon to take pictures of. There are different places to explore and lots of rare Pokemon to take pictures of. Sometimes you have to coerce the Pokemon to pose for you with fruit. Occassionally you will have to scare a Pokemon out of a bush or a waterfall in order to get a good picture. You can also play your flute to make Pokemon dance and be happy for your rare pictures. After snapping your pictures, you take them to Professor Oak's lab to have him rate them. He rates them on the size, the centering and the pose. He gives you points the better the picture, and gives you tips if you aren't getting the right shots. This game is so much fun! Being an avid photographer, I play along side my son. We have lots of chuckles when we hit the Pokemon with fruit or get one to do something funny or unusual. This is a great alternative for the less violent video games.""";;;;;;;;;;;;;;
"312446,""When my nephew first got this game I thought it sounded like it would be really stupid,you take pictures,how fun can that be. But he and my daughter both age eleven love this game. I don't know why I was complaining about it,it is better than them playing a fighting or shooting game. The object is to find and take the best pictures of all the different Pokemon. Some are hidden and you can't see them except in the pictures you take. They spend many days working on trying to take the best pictures. And seeing who can take better ones.""";;;;;;;;;;;;;;
"313287,""Finally! Pokmon has hit the Nintendo 64! Although the game itself has very little to do with the concept of the original, I was still excited. The idea behind Pokmon snap is simple. You are the Todd (the camera carrying boy). Professor Oak is creating a Pokmon report and needs pictures of Pokmon in their natural habitat. Your job is to go out on safari and &quot";snap&quot; as many pictures of Pokmon as you can. After taking the pictures (60 per roll of film) the game will divide them by their Pokmon content. You can then choose one photo from each group to show Professor Oak. Oak will then grade your photographic technique and place the photo into his Pokmon report. Don't worry if you score low, you can always go back to a course and snap a new picture of that Pokmon for Professor Oak to judge. Professor Oak will be judging the pictures on three qualities. The size of the Pokmon in the picture, the pose of the Pokmon, and whether or not the Pokmon is centered within the frame. There are bonuses you can earn for rare photos (like Pikachu floating from a set of balloons) and for including other Pokmon of the SAME type within the photo. To open new levels in the game you will either have to take a certain number of Pokmon pictures, or find a trigger/secret path within a level. You can also earn different tools throughout the game that will make your job of finding Pokmon a little easier. Initially, you can expect to have a lot of fun with Pokmon snap. For a Pokmon fanatic like myself, it was an amazing experience to see this creatures basically &quot;brought to life&quot; in a somewhat natural setting. It was even more fun taking pictures of them. But once you've essentially taken all the photos you can, the game begins to bore. The Pokmon are ALWAYS in the same position each time you enter a level. So instead of it feeling like you are on safari hunting wild Pokmon, it quickly begins to feel like you are on a &quot;Disney&quot;" style attraction ride. BOTTOM LINE: Pokmon snap as nothing more than a rental for the regular game player. Even for myself, a huge Pokmon fan, I would suggest renting the game and then picking up a cheaper used copy once they become available.""";;;;;;;;
"316286,""This game is part of the Pokemon fad, a craze sweeping across people with nothing better to do. I'm not a big fan of this craze, but I'll try to not be biased. Your job is to take pictures of Pokemon, little animals that make squeaky noises and are loved worldwide, except for the normal people that have better thing to do with their time. You basically take pictures in a moving car that looks like a cross between The Jetsons and a mine cart. That's it. You take pictures. Oh, I forgot, sometimes you throw bait and apples to coax them out so you can... take pictures. My only real entertainment was watching my brain cells fizzle and die one by one when I rented this. Also, the music makes you want to smash the screen with a sledgehammer. It's just a repetitive game in which you take pictures over and over and are graded on them. IT could be called &quot";Photography On Drugs.&quot;" The true reason this game survived is because of the huge love for Pokemon. Let's face it people, these are the same people who buy Pokemon Blue, Red, Yellow, Green, Gold, Silver, and so on, each costing thirty bucks apiece and having approximately three differences between each other, such as the grass being blue in one and green in another. Would you trust these people to recommend a game to you? No. Go ahead and rent it, but buyer beware. And I mean beware.""";;;;;;;;;;;;
